animal,video_folder,session,trial_index,door_open_sec,door_close_sec,frame_id_start,frame_id_end,frame_count
rory,2026_01_05_13_36_14,session_2026-01-05_13-32-31,28,1767641326.24,1767641397.093,548837,561589,12753
rory,2026_01_05_13_36_14,session_2026-01-05_13-32-31,29,1767641457.101,1767641477.057,572392,575983,3592
rory,2026_01_05_13_36_14,session_2026-01-05_13-32-31,30,1767641522.637,1767641815.047,584188,636820,52633
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,0,1767825222.15,1767825292.011,20438,33012,12575
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,1,1767825351.663,1767825377.784,43750,48451,4702
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,2,1767825431.879,1767825440.994,58188,59828,1641
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,3,1767825487.577,1767825494.474,68214,69455,1242
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,4,1767825551.069,1767825559.79,79643,81211,1569
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,5,1767825613.547,1767825630.168,90889,93879,2991
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,6,1767825677.935,1767825684.946,102478,103739,1262
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,7,1767825737.432,1767825751.331,113188,115688,2501
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,8,1767825805.285,1767825814.988,125401,127147,1747
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,9,1767825861.365,1767825888.135,135495,140313,4819
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,10,1767825933.719,1767825946.855,148519,150882,2364
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,11,1767826001.952,1767826032.572,160801,166311,5511
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,12,1767826087.624,1767826112.473,176222,180693,4472
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,13,1767826166.31,1767826200.625,190385,196560,6176
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,14,1767826253.392,1767826264.715,206059,208097,2039
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,15,1767826319.027,1767826350.847,217874,223600,5727
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,16,1767826406.583,1767826413.755,233634,234923,1290
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,17,1767826459.249,1767826474.903,243113,245930,2818
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,18,1767826519.742,1767826527.951,254002,255478,1477
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,19,1767826579.89,1767826589.263,264828,266515,1688
rory,2026_01_07_17_31_36,session_2026-01-07_17-30-42,20,1767826637.15,1767826646.435,275135,276805,1671
